Column1;C_n;Fai_n;e2(input);v2(output);e3;v3;e4;v4;e5;v5
;0;0;1,45706E+16;2,35638E+14;3,62673E+14;1,71706E+14;5,87585E+14;1,12539E+14;5,54255E+14;3,3618E+13
;0;0;8,68902E+14;2,87518E+14;1,21877E+16;1,08433E+14;1,86316E+16;5,24591E+13;9,54325E+14;4,20065E+13
;0;0;1,56212E+16;3,2757E+14;1,87495E+16;1,28289E+14;9,41925E+14;6,46981E+13;1,14168E+16;4,7672E+13
;0;0;1,35093E+14;2,6959E+14;1,95266E+16;2,02146E+14;1,10769E+16;3,12334E+13;4,55545E+14;2,25249E+13
;0;0;8,38925E+14;2,02529E+14;1,72016E+16;2,29061E+14;6,58702E+14;7,06537E+13;6,0846E+14;2,70904E+13
;0;0;1,1961E+16;1,6605E+14;1,02238E+16;1,84774E+14;1,81172E+16;9,96286E+13;1,09307E+16;4,53357E+13
;0;0;1,08956E+16;2,20285E+14;1,03028E+16;7,78856E+13;6,33908E+14;6,79108E+13;8,05691E+14;1,5008E+13
;0;0;1,87603E+16;5,12258E+14;7,52302E+14;1,5203E+14;3,73419E+14;4,40179E+13;3,08682E+16;6,12866E+13
;0;0;2,46174E+16;4,34083E+14;9,33496E+14;1,75077E+14;1,20686E+16;1,15457E+14;9,46481E+14;6,62062E+13
;0;0;1,52578E+16;3,91324E+14;1,52053E+16;1,275E+14;1,04043E+16;4,09064E+12;5,86796E+14;8,07139E+12
;0;0;5,58225E+14;1,86744E+14;9,58694E+14;6,25525E+13;1,14807E+16;5,67067E+13;2,80688E+16;1,21051E+13
;0;0;1,69531E+16;6,90591E+13;8,77694E+14;1,41064E+14;1,05607E+16;4,26286E+13;1,15446E+16;5,43221E+13
;0;0;7,80003E+14;6,74945E+13;1,64389E+16;1,45702E+14;1,39379E+16;5,61177E+13;1,48249E+16;1,71433E+13
;0;0;6,70109E+14;2,81411E+14;5,7624E+14;1,39919E+14;1,10845E+16;1,55199E+13;1,53809E+16;3,28232E+13
;0;0;7,83036E+14;2,67978E+14;7,92969E+14;1,16828E+14;2,16306E+16;9,22635E+13;1,48024E+16;2,24148E+13
;0;0;6,05671E+14;1,13838E+14;1,61064E+16;1,36319E+14;2,37934E+16;1,0941E+14;1,86754E+16;1,06774E+13
;0;0;8,19221E+14;6,68118E+13;1,52508E+16;7,72936E+13;7,45633E+14;1,86937E+13;1,64895E+16;2,55311E+13
;0;0;1,57135E+16;7,61305E+13;1,18592E+16;1,5408E+14;2,05265E+16;7,6465E+13;1,82605E+16;3,14913E+13
;0;0;1,29451E+16;2,70843E+14;1,34577E+16;1,30859E+14;8,76578E+14;6,38248E+13;9,67817E+14;6,04639E+12
;0;0;2,15385E+16;2,8056E+14;1,02249E+16;8,98851E+13;1,52229E+16;6,64226E+12;2,11115E+16;2,5476E+13
;0;0;1,53598E+16;1,71913E+14;2,94886E+14;1,15484E+14;9,28837E+14;4,00765E+13;3,95427E+14;4,73125E+13
;0;0;1,36159E+16;3,55384E+14;1,33249E+16;1,87816E+14;5,00216E+14;1,25754E+14;7,29533E+14;4,11341E+13
;0;0;1,1077E+16;1,02187E+14;1,4927E+16;5,9539E+13;5,5416E+14;1,26785E+14;1,56812E+16;2,43012E+13
;0;0;6,69699E+14;2,30991E+14;8,63608E+14;4,17466E+13;1,48909E+16;2,63709E+13;1,55368E+16;1,62776E+13
;0;0;1,55195E+16;3,813E+14;1,91064E+16;2,23228E+14;1,21122E+16;4,43728E+13;1,91285E+16;2,57721E+13
;0;0;2,15008E+16;3,37139E+14;3,28776E+16;3,88197E+14;1,25156E+16;1,23805E+13;2,56748E+16;6,24761E+13
;0;0;1,84296E+16;2,83487E+14;1,04438E+16;7,23363E+13;3,31663E+16;1,48079E+14;2,54899E+14;5,66292E+13
;0;0;1,64631E+14;5,29835E+13;9,96329E+14;2,315E+13;7,03971E+14;8,29195E+13;1,30513E+16;2,41511E+13
;0;0;5,01053E+14;8,80997E+13;9,2148E+14;8,38903E+13;1,24658E+16;7,31417E+13;4,947E+14;3,50321E+13
;0;0;1,17797E+16;1,52508E+14;1,08272E+16;1,82117E+14;1,20156E+16;9,22743E+13;1,56517E+16;3,73749E+13
;0;0;1,76908E+16;3,1036E+14;1,37762E+16;1,54706E+14;7,17623E+14;4,16512E+13;1,16562E+16;9,11413E+12
;0;0;7,08244E+14;7,86298E+13;9,56682E+14;1,17222E+14;8,75729E+14;3,01651E+13;6,81631E+14;3,02665E+13
;0;0;5,04451E+14;1,09149E+14;1,10935E+16;4,30792E+13;1,11054E+16;2,31111E+13;2,2392E+16;3,64912E+13
;0;0;1,57773E+16;2,92303E+14;3,6928E+14;1,27913E+14;1,08539E+16;5,74953E+13;1,16929E+16;1,35482E+13
;0;0;2,83449E+14;1,72528E+14;4,80788E+14;6,23689E+13;1,12978E+16;3,51731E+13;6,9148E+14;1,87809E+13
;0;0;4,96213E+14;2,03516E+14;1,41039E+16;1,09179E+14;5,93826E+14;4,49562E+13;9,7788E+14;2,59634E+13
;0;0;3,33374E+14;3,36963E+13;3,60484E+14;1,21774E+14;4,72456E+14;5,08129E+13;1,92316E+14;1,43944E+13
;0;0;1,08887E+16;1,97504E+14;4,63711E+14;1,07268E+14;1,45806E+16;6,32545E+13;5,56765E+14;3,44628E+13
;0;0;1,53552E+16;2,24824E+14;2,07762E+16;1,90023E+14;6,6268E+14;9,87406E+13;1,11E+16;8,77757E+12
;0;0;1,16714E+16;2,01935E+14;1,71397E+16;1,01137E+14;1,76583E+16;7,30991E+13;1,80812E+16;3,21144E+13
;0;0;1,28195E+16;3,76148E+14;1,21668E+16;8,18475E+13;2,07693E+16;1,12153E+14;2,21951E+16;2,14879E+13
;0;0;1,93928E+16;2,82691E+14;1,43104E+16;8,10336E+13;1,94792E+16;7,86121E+13;8,27076E+14;5,90076E+13
;0;0;1,41551E+16;1,99773E+14;6,01724E+14;1,19647E+14;8,93418E+14;4,51286E+13;1,33603E+16;3,00422E+13
;0;0;1,20897E+16;2,14492E+14;2,56841E+16;2,41267E+14;1,49132E+16;1,0703E+14;2,84822E+16;1,03876E+14
;0;0;1,87117E+14;1,74602E+14;4,55427E+14;1,37251E+14;2,10825E+16;8,67408E+13;1,32176E+16;4,88616E+13
;0;0;6,24882E+14;1,3176E+14;2,90209E+14;6,4442E+13;1,07834E+16;5,45888E+13;1,17935E+16;6,17115E+13
;0;0;3,86181E+14;4,01984E+14;5,54487E+14;1,31387E+14;8,15558E+14;6,99698E+13;1,75574E+16;4,33454E+13
;0;0;1,0927E+16;1,97864E+14;9,46505E+14;5,07288E+13;2,83105E+14;4,49006E+13;1,87552E+16;8,06853E+12
;0;0;1,04847E+16;3,44266E+14;2,45219E+13;1,05794E+14;1,59412E+16;2,09531E+13;8,73879E+14;8,63502E+12
;0;0;1,88594E+16;2,1507E+14;1,43787E+16;4,24093E+13;1,97547E+16;9,7894E+13;1,62142E+16;5,83576E+13
;0;0;3,82859E+14;3,00718E+14;1,60424E+16;1,23399E+14;1,07334E+16;5,34859E+13;1,17517E+14;3,73968E+13
;0;0;7,50812E+14;9,04565E+13;1,59146E+14;3,93657E+13;9,55151E+14;1,14975E+14;2,18969E+16;2,37257E+13
;0;0;5,04833E+14;9,01007E+13;2,73161E+14;6,85304E+13;1,03954E+16;7,50339E+13;1,20568E+16;8,95277E+12
;0;0;1,57813E+16;2,80883E+14;1,43179E+16;1,48984E+14;1,71956E+16;9,90798E+13;1,96019E+16;3,56682E+13
;0;0;1,31487E+16;1,86987E+14;4,8633E+14;1,19097E+14;8,15552E+14;1,09666E+14;7,44072E+14;4,25203E+13
;0;0;1,06356E+16;2,09749E+14;7,33738E+14;5,35954E+13;2,04113E+16;5,41213E+13;2,00787E+16;2,52158E+13
;0;0;2,37011E+16;4,182E+14;1,37747E+16;9,85124E+13;5,3418E+14;5,65781E+13;1,63741E+16;4,62907E+13
;0;0;1,93004E+16;1,50576E+14;1,16666E+16;1,04551E+14;2,38897E+16;8,13947E+13;2,35673E+16;2,5914E+13
;0;0;2,42102E+16;3,21253E+14;7,85415E+14;5,84833E+13;1,17667E+16;2,58626E+13;5,19238E+14;7,66449E+12
;0;0;2,56072E+16;5,5132E+14;1,49112E+16;2,09088E+14;3,261E+14;7,03831E+13;5,53596E+14;3,8431E+13
;0;0;3,55573E+14;1,69514E+14;4,55007E+14;1,25058E+14;8,86214E+14;1,51451E+13;4,68194E+14;2,97023E+13
;0;0;1,4494E+16;1,20094E+14;1,64909E+16;9,10117E+13;3,58933E+14;8,45896E+13;1,01544E+16;3,73986E+13
;0;0;1,14545E+16;1,01427E+14;7,7964E+14;1,32519E+14;1,06651E+16;2,00547E+13;2,2887E+16;4,18014E+13
;0;0;9,6153E+14;2,68078E+14;3,05218E+14;1,48338E+14;1,58388E+16;5,00066E+13;1,25326E+16;2,57468E+13
;0;0;1,37491E+16;1,34215E+14;2,13984E+16;1,72048E+14;1,02463E+16;4,3938E+13;7,5612E+14;4,02996E+13
;0;0;7,4776E+14;6,88602E+13;1,85457E+16;9,93009E+13;1,84422E+16;1,25976E+14;9,02608E+14;5,20087E+12
;0;0;1,63834E+16;1,28728E+14;4,32032E+14;8,17892E+13;5,77673E+14;6,76691E+13;9,03232E+14;3,4552E+13
;0;0;1,743E+16;1,9703E+14;1,12107E+16;8,70181E+13;2,5705E+16;1,23455E+14;1,76035E+16;2,89987E+13
;0;0;6,99662E+14;2,68189E+13;3,49219E+14;1,22209E+14;1,5509E+16;1,88145E+13;1,89995E+16;3,20987E+13
;0;0;1,11362E+16;6,68146E+13;6,80085E+14;1,28277E+14;1,40019E+16;3,98824E+13;9,55501E+14;1,23885E+13
;0;0;8,28797E+14;1,57993E+14;1,3909E+14;4,94819E+13;4,87176E+14;3,74742E+13;1,5307E+16;4,04176E+13
;0;0;6,15501E+14;3,7211E+13;6,30031E+14;5,37036E+13;2,42394E+16;1,53229E+14;1,94791E+14;1,84337E+13
;0;0;2,00346E+14;8,93309E+13;2,83446E+14;8,04692E+13;2,52008E+14;4,87031E+13;5,09564E+14;3,52613E+13
;0;0;2,76456E+16;3,56452E+14;3,5112E+16;3,83468E+14;1,7558E+16;6,38989E+13;9,96922E+14;6,22454E+13
;0;0;1,20299E+16;1,43399E+14;4,71068E+14;5,05073E+13;6,13709E+14;2,81822E+13;1,55109E+16;6,75594E+12
;0;0;4,23816E+14;2,00848E+14;6,3066E+14;3,62782E+13;1,51082E+16;1,07902E+14;6,70488E+14;1,5718E+13
;0;0;2,35606E+16;4,98528E+14;5,77016E+14;1,34232E+14;2,43148E+16;1,50963E+14;1,63161E+16;4,41239E+13
;0;0;1,36859E+16;1,66767E+14;3,78267E+14;4,35518E+13;3,87191E+14;9,10393E+13;1,43236E+16;3,41536E+13
;0;0;1,06799E+16;1,47522E+14;1,27646E+16;1,21374E+14;1,0129E+16;1,44621E+14;2,09428E+16;1,05849E+13
;0;0;1,99665E+16;3,45013E+14;4,67881E+14;5,40874E+13;1,31651E+16;5,32987E+13;1,8911E+16;2,48529E+13
;0;0;1,98927E+16;2,06147E+14;8,92535E+14;2,20693E+13;1,54546E+16;9,7991E+13;5,76168E+14;8,92137E+12
;0;0;6,8556E+14;1,71367E+14;1,19386E+16;1,92791E+14;9,79199E+14;1,77907E+13;1,1873E+16;3,18802E+13
;0;0;1,75665E+16;3,41117E+14;4,65724E+14;5,17586E+13;1,22751E+16;9,90791E+13;2,33798E+14;9,88593E+12
;0;0;7,28317E+14;4,98087E+13;9,67192E+14;1,50321E+14;1,50311E+14;3,83794E+13;1,46276E+16;9,67494E+12
;0;0;2,19941E+16;3,63385E+14;5,21628E+14;1,31637E+14;7,07708E+14;3,58329E+13;2,25326E+16;1,87007E+13
;0;0;8,23475E+14;1,92863E+14;1,14383E+14;1,32025E+14;1,29958E+16;8,13948E+13;7,67664E+14;3,53404E+13
;0;0;7,55487E+14;1,49139E+14;1,18636E+16;8,58009E+13;1,56089E+16;4,21281E+13;5,69539E+14;2,80871E+12
;0;0;3,46438E+14;2,44055E+14;1,60987E+16;1,86164E+14;6,99052E+14;1,14773E+14;1,31279E+16;1,19498E+13
;0;0;1,68209E+16;3,10081E+14;9,83646E+14;1,46345E+14;1,19782E+16;4,20271E+13;9,43872E+14;3,94072E+13
;0;0;9,32435E+14;1,15661E+14;2,01131E+16;1,33881E+14;1,51475E+16;7,72329E+13;9,83911E+14;4,10541E+13
;0;0;8,22868E+14;1,81138E+14;7,53374E+14;1,11157E+14;2,27974E+16;8,0095E+13;1,79009E+16;3,55615E+13
;0;0;1,90149E+16;3,67065E+14;3,36917E+14;6,09892E+13;1,04576E+16;8,92751E+13;7,76091E+14;2,92325E+13
;0;0;9,63501E+14;9,40558E+13;1,14283E+16;1,12999E+14;1,12698E+16;1,5618E+13;2,40025E+16;2,60416E+13
;0;0;2,11724E+16;3,34193E+14;7,45276E+13;9,91632E+13;2,82962E+14;5,75763E+13;1,68277E+16;4,08212E+13
;0;0;1,61565E+16;1,12187E+14;1,56016E+16;9,46876E+13;2,36793E+16;6,7757E+13;1,85318E+16;6,15118E+13
;0;0;1,75233E+16;3,00113E+14;5,97942E+13;2,99352E+13;1,15041E+16;5,83525E+13;1,29842E+16;1,46809E+13
;0;0;4,99834E+14;1,82969E+14;1,85497E+16;2,1562E+14;1,76894E+16;1,03627E+13;2,18992E+16;6,29479E+13
;0;0;1,3662E+16;1,53191E+13;4,16074E+14;1,25406E+14;2,13818E+16;4,015E+13;2,0613E+16;5,45253E+13
;0;0;1,05952E+16;1,74411E+14;1,85358E+16;2,31271E+14;1,17915E+16;7,70636E+13;2,01243E+16;1,69031E+13
;0;0;9,13272E+14;1,92426E+14;1,2432E+16;9,63711E+13;8,47541E+14;6,71612E+13;3,23556E+14;5,30633E+13
;0;0;4,5521E+14;2,84966E+13;1,36638E+16;5,54253E+13;1,20104E+16;9,97136E+13;1,3453E+16;1,72688E+13
;0;0;3,63472E+14;2,00832E+14;6,51052E+14;7,4258E+13;3,60796E+14;2,97263E+13;1,31219E+16;3,13118E+12
;0;0;2,35022E+16;4,20879E+14;1,54796E+16;1,78362E+14;2,03226E+16;4,74592E+13;3,21052E+14;7,07545E+13
;0;0;9,1701E+14;2,17028E+14;2,29149E+14;9,75362E+12;6,57739E+14;6,54271E+13;5,20219E+14;2,85969E+13
;0;0;2,41883E+16;3,45446E+14;1,22977E+16;2,16501E+14;9,5824E+14;5,87792E+13;1,95873E+16;4,90962E+13
;0;0;6,30147E+14;1,04632E+14;7,76112E+14;6,125E+13;1,08825E+16;5,25469E+13;5,39794E+14;4,23777E+13
;0;0;1,00242E+16;1,0475E+14;7,50086E+14;9,9524E+13;5,81843E+14;2,5468E+13;8,55757E+14;1,47072E+13
;0;0;3,95256E+14;1,53811E+14;4,05323E+14;6,27158E+13;1,77662E+16;5,62022E+13;1,50382E+16;2,02243E+13
;0;0;5,62369E+14;1,591E+14;1,30497E+16;1,31921E+14;2,46097E+16;9,74433E+13;3,36104E+14;6,47831E+13
;0;0;9,67577E+14;1,26794E+14;1,07261E+14;2,1968E+13;8,54091E+14;1,16087E+13;1,44096E+16;1,25442E+13
;0;0;1,85246E+16;3,58633E+14;1,07235E+16;2,00442E+14;1,32342E+16;7,95053E+13;1,20159E+16;7,50915E+13
;0;0;8,49618E+14;1,80729E+14;1,42314E+16;1,32748E+14;3,29931E+14;9,74927E+13;1,15387E+16;1,95122E+13
;0;0;3,82611E+14;1,13052E+14;1,5564E+16;1,09208E+14;6,13698E+14;3,41885E+13;1,24559E+16;9,78635E+12
;0;0;3,00059E+16;3,83026E+14;1,20758E+16;2,54371E+14;3,28684E+16;1,31305E+14;1,61745E+16;3,4402E+13
;0;0;4,65647E+14;1,40395E+14;6,89414E+14;5,4839E+13;6,95889E+14;6,1629E+13;8,13486E+14;2,70351E+13
;0;0;2,27509E+16;2,18688E+14;1,14788E+16;1,12821E+14;7,00811E+14;2,9503E+13;2,08184E+16;8,75917E+12
;0;0;1,3522E+16;2,66393E+14;1,91279E+16;1,61398E+14;1,64676E+16;1,50733E+13;5,45068E+14;1,4626E+13
;0;0;2,45262E+14;1,78641E+14;5,35224E+14;1,3794E+14;6,59392E+14;6,93481E+13;9,16597E+14;2,73829E+13
;0;0;1,6083E+16;2,07551E+14;1,09649E+16;6,20814E+13;1,27513E+16;1,90965E+13;1,50776E+16;4,13856E+13
;0;0;1,61754E+16;1,10637E+14;1,11983E+16;1,66798E+14;1,26832E+16;9,04005E+13;2,14311E+16;2,78241E+13
;0;0;1,9686E+14;1,82302E+14;1,24314E+16;1,13076E+14;5,74132E+14;3,76701E+13;1,59335E+16;2,80078E+13
;0;0;1,0165E+16;3,547E+14;8,09085E+14;4,55028E+13;1,1373E+16;5,37498E+13;3,56813E+16;2,29188E+13
;0;0;1,82081E+16;2,37007E+14;1,92042E+16;2,42527E+14;7,73983E+14;6,00498E+13;1,93033E+16;5,80469E+13
;0;0;1,39526E+16;1,10372E+14;1,3357E+16;2,06867E+14;8,40899E+14;3,02875E+13;7,41194E+14;2,96136E+13
;0;0;1,11971E+16;2,21904E+14;1,52679E+13;9,77133E+13;1,48612E+16;1,06506E+14;5,09061E+14;2,10354E+13
;0;0;1,4564E+16;1,68927E+14;7,32072E+14;1,24582E+14;1,05163E+16;6,8475E+13;8,24046E+14;2,49847E+13
;0;0;9,80948E+14;5,14181E+13;5,48484E+14;7,9891E+13;3,73227E+14;4,02049E+13;7,89512E+14;6,47091E+12
;0;0;1,78148E+16;3,07679E+14;1,01802E+16;1,14004E+14;7,50893E+14;2,91935E+13;5,88021E+14;3,17814E+13
;0;0;5,9615E+14;3,24395E+14;1,30144E+16;8,93507E+13;1,06151E+16;3,13595E+13;3,01852E+16;4,16353E+13
;0;0;1,27091E+16;2,24694E+14;6,449E+14;5,20715E+13;1,7823E+16;1,46446E+14;6,5476E+14;1,1169E+13
;0;0;9,43112E+14;2,53592E+14;6,48662E+14;1,40353E+14;9,40012E+14;6,52063E+13;1,22013E+16;1,24126E+13
;0;0;1,18124E+16;9,66153E+13;1,33912E+16;7,16556E+13;5,75994E+14;2,90294E+13;7,0597E+14;4,0801E+13
;0;0;2,0008E+16;4,09817E+14;3,58716E+14;9,84988E+13;9,20247E+14;1,06389E+14;5,22066E+14;8,57E+12
;0;0;7,81024E+14;1,16862E+14;1,22805E+16;1,34181E+14;7,7084E+14;5,5985E+13;6,64134E+14;1,80346E+13
;0;0;4,78683E+14;4,21325E+13;1,248E+16;1,94291E+14;1,34018E+16;2,43167E+13;2,91262E+16;2,63345E+13
;0;0;1,80902E+16;2,33009E+14;1,43689E+16;4,85583E+13;6,65386E+14;7,81129E+13;1,84745E+16;1,92411E+13
;0;0;2,18137E+16;2,90634E+14;5,88705E+14;8,55275E+13;2,4948E+16;1,44058E+14;1,50153E+16;2,25064E+13
;0;0;1,75549E+16;2,01754E+14;5,97126E+14;2,55427E+13;6,49752E+14;5,43327E+13;6,29577E+14;3,63193E+13
;0;0;8,63347E+14;1,08814E+14;1,05755E+16;5,94594E+13;8,09854E+14;4,71859E+13;1,13078E+16;1,9943E+13
;0;0;8,47418E+14;7,39236E+13;1,04109E+16;1,49621E+14;9,78546E+14;9,32235E+13;1,73012E+16;4,16897E+13
;0;0;1,33271E+16;2,37497E+14;9,44219E+14;9,94066E+13;1,67182E+16;7,35249E+13;3,71343E+14;4,3925E+13
;0;0;2,78992E+14;2,55875E+13;1,53644E+16;2,03417E+14;2,297E+16;6,79925E+13;7,08753E+14;1,45774E+13
;0;0;7,84296E+14;2,68749E+14;1,76485E+16;9,30609E+13;6,85836E+14;7,57371E+13;1,29182E+16;4,91894E+13
;0;0;4,38408E+14;8,59162E+13;7,02252E+14;2,09458E+13;7,06787E+14;2,45383E+13;2,474E+16;4,47196E+13
;0;0;1,19672E+16;3,01019E+14;2,78771E+16;2,31934E+14;2,77724E+14;4,38928E+13;1,25365E+16;5,2714E+13
;0;0;1,53988E+16;4,15502E+14;1,54056E+16;1,46998E+14;1,2844E+16;5,571E+13;1,46256E+16;1,85642E+13
;0;0;1,74959E+16;3,68691E+14;1,96904E+16;2,67878E+14;2,46664E+16;9,38964E+13;2,23994E+16;9,73536E+12
;0;0;6,98985E+14;2,16106E+14;8,1256E+14;1,25358E+14;9,97082E+14;6,32244E+13;3,83932E+14;2,29874E+13
;0;0;3,61122E+14;2,40648E+14;6,11769E+14;7,22894E+13;9,92968E+14;1,93692E+13;9,65398E+14;9,02813E+12
;0;0;1,58837E+16;2,66955E+14;1,41142E+16;1,52188E+14;6,56414E+14;4,98552E+13;6,28334E+14;1,42739E+13
;0;0;1,49918E+16;2,44187E+14;8,49906E+14;1,08679E+14;1,9857E+16;8,82898E+13;1,33935E+16;1,97456E+13
;0;0;1,52638E+16;2,14392E+14;2,91799E+14;9,84123E+13;9,48745E+14;3,66502E+13;3,25679E+14;2,48606E+13
;0;0;3,78337E+14;2,32042E+14;3,60556E+14;6,1231E+13;6,12699E+14;8,78161E+13;2,01296E+16;4,70403E+13
;0;0;1,28017E+16;2,18237E+14;1,29626E+16;5,67517E+13;1,2439E+16;1,25298E+14;1,29627E+16;3,42321E+13
;0;0;1,3195E+16;1,83188E+14;5,17458E+14;9,5878E+13;1,09916E+16;5,79153E+13;5,86333E+14;4,68553E+13
;0;0;1,37416E+16;2,06326E+14;1,52168E+16;1,39678E+14;1,91651E+16;1,01685E+14;1,10235E+16;5,59984E+13
;0;0;1,75122E+16;2,38535E+14;1,95083E+16;1,65256E+14;1,58919E+16;4,18768E+13;1,43883E+16;3,3562E+13
;0;0;2,40404E+16;3,74944E+14;2,0153E+16;2,76579E+14;1,20564E+16;3,74225E+13;1,51051E+16;5,06352E+13
;0;0;5,01182E+14;5,785E+13;1,44299E+16;2,53258E+13;1,44921E+16;1,08296E+14;7,67101E+14;2,66867E+13
;0;0;7,67748E+14;2,96391E+14;1,5601E+14;8,21018E+13;9,36712E+14;9,74404E+13;7,52425E+14;1,47789E+13
;0;0;2,47357E+16;2,18085E+14;1,05056E+16;1,83196E+14;7,98509E+14;7,19851E+13;2,42493E+16;4,05198E+13
;0;0;1,68758E+16;2,60403E+14;7,24892E+14;3,47598E+13;3,65018E+16;1,10546E+14;8,85427E+14;2,41908E+13
;0;0;1,47531E+16;3,68202E+14;4,54445E+14;1,37377E+14;1,80095E+16;1,28202E+14;7,55464E+14;9,88141E+13
;0;0;1,27651E+16;1,19607E+14;1,09E+16;3,1059E+13;1,43554E+16;2,97541E+13;1,63241E+16;3,01834E+13
;0;0;1,04209E+16;1,20246E+14;6,82502E+14;2,21552E+14;1,37185E+16;6,37686E+13;9,94229E+14;1,05134E+13
;0;0;1,22217E+16;2,30899E+14;6,92279E+14;1,4043E+14;1,11446E+16;7,96885E+13;1,1374E+16;3,89017E+13
